intent,text,domain,spans,logical_form
pin_change,change the pin on my bank account first republic to 1234,clinc,,[SL: pin_change]
pin_change,change pin to 1234 on account banner,clinc,,[SL: pin_change]
pin_change,help me change my pin number,clinc,,[SL: pin_change]
pin_change,can you tell me how i change my pin number,clinc,,[SL: pin_change]
pin_change,tell me how to change my pin number,clinc,,[SL: pin_change]
pin_change,help me out with changing this pin number,clinc,,[SL: pin_change]
pin_change,can i change my pin number,clinc,,[SL: pin_change]
pin_change,help me get my pin on my capitol one account changed to 3892,clinc,,[SL: pin_change]
play_music,can i get some music by three six mafia in here,clinc,,[SL: play_music]
play_music,what does x’s music sound like,clinc,,[SL: play_music]
play_music,may i hear some music by fleet foxes,clinc,,[SL: play_music]
play_music,can i hear some music by cloud control,clinc,,[SL: play_music]
play_music,can x’s music be played,clinc,,[SL: play_music]
play_music,play some music for me,clinc,,[SL: play_music]
play_music,i'd like to hear my workout playlist,clinc,,[SL: play_music]
play_music,put on my jam session playlist please,clinc,,[SL: play_music]
play_music,can i hear my smooth jazz playlist,clinc,,[SL: play_music]
play_music,play a song for me,clinc,,[SL: play_music]
play_music,let's hear my workout playlist,clinc,,[SL: play_music]
play_music,put my workout playlist on,clinc,,[SL: play_music]
play_music,"put my music on, please",clinc,,[SL: play_music]
play_music,play rock playlist,clinc,,[SL: play_music]
play_music,play some music,clinc,,[SL: play_music]
play_music,rock playlist please,clinc,,[SL: play_music]
play_music,can you play music,clinc,,[SL: play_music]
play_music,i want to listen to music,clinc,,[SL: play_music]
play_music,can you play the rock playlist,clinc,,[SL: play_music]
play_music,music please,clinc,,[SL: play_music]
play_music,rock music playlist,clinc,,[SL: play_music]
play_music,i want to hear my rock playlist,clinc,,[SL: play_music]
play_music,play that song hey,clinc,,[SL: play_music]
play_music,yo play that song that go like she take my money,clinc,,[SL: play_music]
play_music,can u play the song that sound like bells going off,clinc,,[SL: play_music]
play_music,play me the playlist entitled jazz,clinc,,[SL: play_music]
play_music,turn on the rap playlist,clinc,,[SL: play_music]
play_music,turn my drake playlist on,clinc,,[SL: play_music]
play_music,i want to hear my hip hop playlist,clinc,,[SL: play_music]
play_music,i need to listen to my beyonce playlist,clinc,,[SL: play_music]
play_music,can you play right above it,clinc,,[SL: play_music]
play_music,can you play everlong by foo fighters,clinc,,[SL: play_music]
play_music,play the song god's plan,clinc,,[SL: play_music]
play_music,please play come as you are by nirvana,clinc,,[SL: play_music]
play_music,please play the new lady gaga song,clinc,,[SL: play_music]
play_music,can you put on music by beach house,clinc,,[SL: play_music]
play_music,can you find music by slow magic to put on,clinc,,[SL: play_music]
play_music,i want to play my maroon 5 playlist,clinc,,[SL: play_music]
play_music,"i want to listen to my maroon 5 playlist, play it for me",clinc,,[SL: play_music]
play_music,look up my maroon 5 playlists; play it,clinc,,[SL: play_music]
play_music,would you play my maroon 5 playlist,clinc,,[SL: play_music]
play_music,i need for you to play my maroon 5 playlist,clinc,,[SL: play_music]
play_music,can you play music the beatles,clinc,,[SL: play_music]
play_music,i need to play the song that goes like hey jude don't make it bad,clinc,,[SL: play_music]
play_music,please play even flow by pearl jam,clinc,,[SL: play_music]
play_music,play help! by the beatles,clinc,,[SL: play_music]
play_music,i wanna play the song that goes like hey jude don't make it bad,clinc,,[SL: play_music]
play_music,please play 1979 by the smashing pumpkins,clinc,,[SL: play_music]
play_music,can you play music by bob dylan,clinc,,[SL: play_music]
play_music,can you play music by led zeppelin,clinc,,[SL: play_music]
play_music,go ahead and play the song that goes like hey jude don't make it bad,clinc,,[SL: play_music]
play_music,please play the song that goes like hey jude don't make it bad,clinc,,[SL: play_music]
play_music,can you play some music by the beatles for me,clinc,,[SL: play_music]
play_music,play the song that goes like hey jude don't make it bad,clinc,,[SL: play_music]
play_music,play heart shaped box,clinc,,[SL: play_music]
play_music,play hey jude,clinc,,[SL: play_music]
play_music,can you play music by the rolling stones,clinc,,[SL: play_music]
play_music,commence playing music,clinc,,[SL: play_music]
play_music,play me some music,clinc,,[SL: play_music]
play_music,i want to hear some music,clinc,,[SL: play_music]
play_music,start up some music,clinc,,[SL: play_music]
play_music,start playing some music,clinc,,[SL: play_music]
play_music,i want to hear my vaporwave playlist,clinc,,[SL: play_music]
play_music,play my post-rock playlist,clinc,,[SL: play_music]
play_music,play the song called guerrilla radio,clinc,,[SL: play_music]
play_music,resume my metal playlist,clinc,,[SL: play_music]
play_music,resume my death metal playlist,clinc,,[SL: play_music]
play_music,please play my taylor swift mix,clinc,,[SL: play_music]
play_music,start my playlist,clinc,,[SL: play_music]
play_music,start playing my black metal playlist,clinc,,[SL: play_music]
play_music,play the song called blood brothers,clinc,,[SL: play_music]
play_music,play that song called bring the noise,clinc,,[SL: play_music]
play_music,play me some tunes,clinc,,[SL: play_music]
play_music,i want to hear pop music,clinc,,[SL: play_music]
play_music,play some rock,clinc,,[SL: play_music]
play_music,play that song called colony of birchman,clinc,,[SL: play_music]
play_music,play the song called tiny dancer,clinc,,[SL: play_music]
play_music,turn the radio on for some music,clinc,,[SL: play_music]
play_music,can you play your guitar right now,clinc,,[SL: play_music]
play_music,"can you play me that, ""baby shark, doo doo,"" song",clinc,,[SL: play_music]
plug_type,do i need a socket converter if i'm going to mexico,clinc,,[SL: plug_type]
plug_type,does england have a different plug type and if so what is it,clinc,,[SL: plug_type]
plug_type,is there a conversion plug if you travel to australia,clinc,,[SL: plug_type]
plug_type,what kind of plug type do they use in russia,clinc,,[SL: plug_type]
plug_type,what type of plug do i need to bring if i visit japan,clinc,,[SL: plug_type]
plug_type,what type of plug do they use in mexico,clinc,,[SL: plug_type]
plug_type,"when you go to germany, do you need a special converter for your plugs",clinc,,[SL: plug_type]
plug_type,do visitors to japan need to use a socket converter,clinc,,[SL: plug_type]
plug_type,do you need a special outlet converter in sweden,clinc,,[SL: plug_type]
plug_type,do i need a power adapter in mexico,clinc,,[SL: plug_type]
plug_type,do they use special outlets in australia,clinc,,[SL: plug_type]
plug_type,do they use any special type of plug in spain that you need a converter for,clinc,,[SL: plug_type]
plug_type,do i need to have a socket converter in canada,clinc,,[SL: plug_type]
plug_type,is a socket converter required if i travel to russia,clinc,,[SL: plug_type]
plug_type,do they use weird plugs in australia where i'd need some kind of socket converter,clinc,,[SL: plug_type]
plug_type,is there an outlet plug adapter,clinc,,[SL: plug_type]
plug_type,can you tell me what kind of outlet plug there is over there,clinc,,[SL: plug_type]
plug_type,how do i know what the outlets are like,clinc,,[SL: plug_type]
plug_type,"i'm going out of country, what type of outlet plug do i need",clinc,,[SL: plug_type]
plug_type,what if i have the wrong plug,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in ohio,clinc,,[SL: plug_type]
plug_type,"in osaka, do i need a plug converter for my electronics",clinc,,[SL: plug_type]
plug_type,will i need a plug converter for my electronics in amman,clinc,,[SL: plug_type]
plug_type,what plug types are there in cuba,clinc,,[SL: plug_type]
plug_type,"in chile, what kind of plugs are used",clinc,,[SL: plug_type]
plug_type,what type of plugs do they use in london,clinc,,[SL: plug_type]
plug_type,if i visit cairo will i need a plug converter,clinc,,[SL: plug_type]
plug_type,to charge my phone in india will i need a plug converter,clinc,,[SL: plug_type]
plug_type,what kind of plugs will i need when i'm in ecuador,clinc,,[SL: plug_type]
plug_type,will i need to use a plug converter in el salvador,clinc,,[SL: plug_type]
plug_type,what plugs are used in spain,clinc,,[SL: plug_type]
plug_type,what type of plug does the country use,clinc,,[SL: plug_type]
plug_type,give me the plug type for the country,clinc,,[SL: plug_type]
plug_type,what kind of plug does the country use,clinc,,[SL: plug_type]
plug_type,i have to know what plug that country uses,clinc,,[SL: plug_type]
plug_type,inform me as to the plug type of the country,clinc,,[SL: plug_type]
plug_type,which type of plugs do they use in scotland,clinc,,[SL: plug_type]
plug_type,are socket converters needed in lisbon,clinc,,[SL: plug_type]
plug_type,will i need a socket converter when i go to france,clinc,,[SL: plug_type]
plug_type,is a socket converter required in india,clinc,,[SL: plug_type]
plug_type,what kind of plug does my hair dryer use in south korea,clinc,,[SL: plug_type]
plug_type,if i go to dublin is a socket converter needed,clinc,,[SL: plug_type]
plug_type,what type of plugs are used in cambodia,clinc,,[SL: plug_type]
plug_type,what kind of plug do i need for my razor in ireland,clinc,,[SL: plug_type]
plug_type,when i go to dubai will i need a socket converter,clinc,,[SL: plug_type]
plug_type,"when i go to mexico, what kind of plugs do i need",clinc,,[SL: plug_type]
plug_type,what kind of plug converter is needed in c,clinc,,[SL: plug_type]
plug_type,what kind of outlets does havana have,clinc,,[SL: plug_type]
plug_type,do i need a plug converter in doha,clinc,,[SL: plug_type]
plug_type,is a plug converter required for haiti,clinc,,[SL: plug_type]
plug_type,do i need to get a plug converter for athens,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in russia,clinc,,[SL: plug_type]
plug_type,do i need a plug converter when i visit russia,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in china,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in uruguay,clinc,,[SL: plug_type]
plug_type,do i need a plug converter when i visit belgium,clinc,,[SL: plug_type]
plug_type,what plug type does russia use,clinc,,[SL: plug_type]
plug_type,what plug type does greece use,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in germany,clinc,,[SL: plug_type]
plug_type,what plug type does spain use,clinc,,[SL: plug_type]
plug_type,what plug type is used in spain,clinc,,[SL: plug_type]
plug_type,do i need a socket converter if i'm going to be in france,clinc,,[SL: plug_type]
plug_type,tell me the plug type that is used in scotland,clinc,,[SL: plug_type]
plug_type,should i bring a converter to barcelona,clinc,,[SL: plug_type]
plug_type,do i need a converter in barcelona,clinc,,[SL: plug_type]
plug_type,are barcelona plugs compatible,clinc,,[SL: plug_type]
plug_type,will my plugs work in barcelona,clinc,,[SL: plug_type]
plug_type,are the plugs different in barcelona,clinc,,[SL: plug_type]
plug_type,what kind of outlets do they use in z,clinc,,[SL: plug_type]
plug_type,what kind of electrical outlets do they use in z,clinc,,[SL: plug_type]
plug_type,what kind of electrical plugs do they uze in z,clinc,,[SL: plug_type]
plug_type,what kind of hertz outlets do they use in z,clinc,,[SL: plug_type]
plug_type,do i need a socket converter in england,clinc,,[SL: plug_type]
plug_type,are socket converters necessary in england,clinc,,[SL: plug_type]
plug_type,should i bring my socket converter while traveling to england,clinc,,[SL: plug_type]
plug_type,should i bring my socket converter to england,clinc,,[SL: plug_type]
plug_type,does england require socket converters,clinc,,[SL: plug_type]
plug_type,should i buy a specific plug type when in china,clinc,,[SL: plug_type]
plug_type,would i need to buy a plug converter when in rome,clinc,,[SL: plug_type]
plug_type,do i really need a plug converter when in london,clinc,,[SL: plug_type]
recipe,whats the best way to roast a chicken,clinc,,[SL: recipe]
recipe,how do i make pie crust,clinc,,[SL: recipe]
recipe,find a recipe for german chocolate cake,clinc,,[SL: recipe]
recipe,how do i fry pork chops,clinc,,[SL: recipe]
recipe,how do i cook boiled eggs,clinc,,[SL: recipe]
recipe,"find a chow mein recipe for me, please",clinc,,[SL: recipe]
recipe,do you know how to make chow mein,clinc,,[SL: recipe]
recipe,can you find a recipe on how to make chow mein,clinc,,[SL: recipe]
recipe,tell me how to make chow mein,clinc,,[SL: recipe]
recipe,i would like you to help me find a chow mein recipe,clinc,,[SL: recipe]
recipe,show me a beef recipe,clinc,,[SL: recipe]
recipe,what is a good beef recipe,clinc,,[SL: recipe]
recipe,i need a recipe for beef,clinc,,[SL: recipe]
recipe,give me a beef recipe,clinc,,[SL: recipe]
recipe,where is a beef recipe,clinc,,[SL: recipe]
recipe,you know procedure to cook apple pie,clinc,,[SL: recipe]
recipe,what is needed you to cook apple pie,clinc,,[SL: recipe]
recipe,do you know what are the ingredients to make apple pie,clinc,,[SL: recipe]
recipe,do you know recipe for making apple pie,clinc,,[SL: recipe]
recipe,how do you cook apple pie,clinc,,[SL: recipe]
recipe,how do i make pumpkin pie,clinc,,[SL: recipe]
recipe,making spaghetti sauce perfectly is done how,clinc,,[SL: recipe]
recipe,making ribs perfectly is done how,clinc,,[SL: recipe]
recipe,how do i make lemon merengue pie,clinc,,[SL: recipe]
recipe,how do i make lassagna,clinc,,[SL: recipe]
recipe,search for a macaroni and cheese recipe,clinc,,[SL: recipe]
recipe,can you get me a recipe for mashed potatoes,clinc,,[SL: recipe]
recipe,i need instructions on how to make shepherd's pie please,clinc,,[SL: recipe]
recipe,please help me with instructions on making chicken curry,clinc,,[SL: recipe]
recipe,what are the steps i need to follow to make chewy rice krispies treats,clinc,,[SL: recipe]
recipe,what's the best way to make chicken stir fry,clinc,,[SL: recipe]
recipe,how do i make tuna salad,clinc,,[SL: recipe]
recipe,can you give me a recipe for german chocolate cake,clinc,,[SL: recipe]
recipe,i need a recipe on how to make beef stew,clinc,,[SL: recipe]
recipe,i want a good recipe that shows me how to bake chocolate chip cookies from scratch,clinc,,[SL: recipe]
recipe,please search for a chocolate fudge brownies recipe,clinc,,[SL: recipe]
recipe,will you give me some guidance on how to make ceviche,clinc,,[SL: recipe]
recipe,can you search for the best new york style cheesecake recipes please,clinc,,[SL: recipe]
recipe,look up easy to follow recipes for beef ribs,clinc,,[SL: recipe]
recipe,i need the best recipe for mashed potatoes,clinc,,[SL: recipe]
recipe,can you find me a recipe for pie,clinc,,[SL: recipe]
recipe,can you find me a recipe for quiche,clinc,,[SL: recipe]
recipe,can you find me a recipe for pasta,clinc,,[SL: recipe]
recipe,can you find me a recipe for ribs,clinc,,[SL: recipe]
recipe,can you find me a recipe for cake,clinc,,[SL: recipe]
recipe,what steps are involved in making lasagna,clinc,,[SL: recipe]
recipe,how can i make chicken pot pie,clinc,,[SL: recipe]
recipe,how to make mac and cheese,clinc,,[SL: recipe]
recipe,how do you make pot roast,clinc,,[SL: recipe]
recipe,can you find a hearty lasagna recipe,clinc,,[SL: recipe]
recipe,find a good recipe for meatloaf,clinc,,[SL: recipe]
recipe,i am looking for a vegan friendly italian pasta recipe,clinc,,[SL: recipe]
recipe,how do you cook meatloaf,clinc,,[SL: recipe]
recipe,i need a vegi lasagna recipe,clinc,,[SL: recipe]
recipe,i need a quick recipe for spiral ham,clinc,,[SL: recipe]
recipe,what's the recipe for rice noodles,clinc,,[SL: recipe]
recipe,can you help me find a lasagna recipe,clinc,,[SL: recipe]
recipe,i need a recipe for chicken pot pie,clinc,,[SL: recipe]
recipe,help me find a recipe for a beef casserole,clinc,,[SL: recipe]
recipe,i need help finding a recipe for enchiladas,clinc,,[SL: recipe]
recipe,i need to know how to make philly cheesesteaks,clinc,,[SL: recipe]
recipe,i need a blackberry pie recipe,clinc,,[SL: recipe]
recipe,what do i need to do to make blackberry pie,clinc,,[SL: recipe]
recipe,blackberry pie instructions,clinc,,[SL: recipe]
recipe,how do you make blackberry pie,clinc,,[SL: recipe]
recipe,how do i bake a blackberry pie,clinc,,[SL: recipe]
recipe,do you have a cookbook that could teach me to make sushi,clinc,,[SL: recipe]
recipe,can you teach me how to make sushi,clinc,,[SL: recipe]
recipe,where can i look to learn to make sushi,clinc,,[SL: recipe]
recipe,what do you need to do to make sushi,clinc,,[SL: recipe]
recipe,is there a good website to teach me how to make sushi,clinc,,[SL: recipe]
recipe,tell me how to make beef wellington,clinc,,[SL: recipe]
recipe,what's a good recipe for chicken divan,clinc,,[SL: recipe]
recipe,find me a recipe for teriyaki chicken,clinc,,[SL: recipe]
recipe,find out how to make chicken tikka masala,clinc,,[SL: recipe]
recipe,how do i make beef stroganoff,clinc,,[SL: recipe]
recipe,please show me a recipe for chili,clinc,,[SL: recipe]
recipe,what is a good chili recipe,clinc,,[SL: recipe]
recipe,i need you to find me a recipe for fried shrimp,clinc,,[SL: recipe]
recipe,can you find me a recipe for coffee cakes,clinc,,[SL: recipe]
restaurant_reservation,"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",clinc,,[SL: restaurant_reservation]
restaurant_reservation,"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",clinc,,[SL: restaurant_reservation]
restaurant_reservation,"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",clinc,,[SL: restaurant_reservation]
restaurant_reservation,"listen i need to get a reservation for , me and teresa at georgetown cafe on tuesday at 7:00 pm",clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you make me a reservation for 4 pm on the 22nd at ruth's,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need a reservation at 8 on the 22nd of november at ruth's,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can i make a reservation for 6 pm on the 21st at sidetracks,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please reserve me a table at hell's kitchen on may 3rd at 8 pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please reserve me a table for 2 pm at maxwell's on the 14th,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you make a reservation for me at the restaurant,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you make a reservation at the restaurant for tomorrow,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you book a table at the restaurant for me and my husband,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you make a reservation at the restaurant for tonight,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 6 at mark's at 11am,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 1 at the vega at 1pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get a table for 5 at joe's at 5pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 3 at captain d's at 2pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 2 at mexico viejo at 3pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 2 at diablo,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 5 at johnnys,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 8 at johnnys,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 6 at johnnys,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 4 at steve's,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 4 at red lobster under the name dave at 7:30pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 6 at morton's under the name jaime at 8:30pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 3 at olive garden at 7pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 6 at shakey's under the name jason,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 5 at lawry's under the name steve at 8:00pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 5 at lawry's under the name chris,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 2 at olive garden under the name jim at 6:00pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 4 at outback steakhouse under the name dave,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 5 at outback steakhouse at 6:30pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 3 at red lobster under the name steve,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 2 at olive garden under the name jim,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 8 at mastro's at 8:30pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 4 at red lobster at 8pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 6 at lawry's at 7:30pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,is it possible to get a table for 4 at the village inn around 10am,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for 5 at mcdonalds at 5pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,give me a table for 3 at o'reilly's bar for 7 please,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can i have a table held at the outback steakhouse for johnson at 5,clinc,,[SL: restaurant_reservation]
restaurant_reservation,is it possible to book a room at the taco bell for reavers at 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i'd like to set up a reservation for kibble at 4,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can i reserve a table for 2 at the olive garden at 8,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i want to reserve a table at 8 at long john silver's under the name freddie,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i want to have a table for 2 at the broadmore around 6,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need an 8 o'clock reservation at pizza hut for the last name mercury,clinc,,[SL: restaurant_reservation]
restaurant_reservation,"hey, i need to make a reservation for three at umi, six pm on february 30th",clinc,,[SL: restaurant_reservation]
restaurant_reservation,"hello, i'd like a reservation for two at the olive garden at six tonight",clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,"i need a reservation for one at applebee's, four in the afternoon on march 3rd",clinc,,[SL: restaurant_reservation]
restaurant_reservation,"please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon",clinc,,[SL: restaurant_reservation]
restaurant_reservation,i gotta make a reservation for 8 pm at red robin for 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can i make a reservation for 8 pm at red robin for 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please book a reservation for 8 pm at red robin under the name kevin,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i want you to book a reservation for 8 pm at red robin under the name kevin,clinc,,[SL: restaurant_reservation]
restaurant_reservation,you have to reserve a table for 4 at red robin under the name kevin at 7,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please reserve a table for 4 at red robin under the name kevin at 7,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need you to reserve a table for 4 at red robin under the name kevin at 7,clinc,,[SL: restaurant_reservation]
restaurant_reservation,reserve a table for 4 at red robin under the name kevin at 7,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i want to make a reservation for 8 pm at red robin for 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,you must reserve a table for 4 at red robin under the name kevin at 7,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i think i need to make a reservation for 8 pm at red robin for 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need you to book a reservation for 8 pm at red robin under the name kevin,clinc,,[SL: restaurant_reservation]
restaurant_reservation,go ahead and book a reservation for 8 pm at red robin under the name kevin,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need to make a reservation for 8 pm at red robin for 3,clinc,,[SL: restaurant_reservation]
restaurant_reservation,book a reservation for 8 pm at red robin under the name kevin,clinc,,[SL: restaurant_reservation]
restaurant_reservation,would you please make a reservation for 2 at olive garden for 5 pm today,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i'd like a reservation for 2 at olive garden for 5 pm today,clinc,,[SL: restaurant_reservation]
restaurant_reservation,could you make reservations for 2 at olive garden for 5 pm today,clinc,,[SL: restaurant_reservation]
restaurant_reservation,make a reservation at 5 pm today for 2 at olive garden,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please make a reservation for 2 at olive garden for 5 pm today,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i need you to reserve a table for 6:00 pm for three at devon's seafood,clinc,,[SL: restaurant_reservation]
restaurant_reservation,make a reservation for three at prime rib at 6:30 pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i would like a reservation for 6:30 pm at pietro's under the name david jones,clinc,,[SL: restaurant_reservation]
restaurant_reservation,please reserve a table for two at rouge for 7:00 pm,clinc,,[SL: restaurant_reservation]
restaurant_reservation,can you get me a table for two for 8:00 pm at parc,clinc,,[SL: restaurant_reservation]
restaurant_reservation,i would like you to secure a 4:30 pm reservation for five people at morton's steakhouse,clinc,,[SL: restaurant_reservation]
restaurant_reservation,"call and make a 5:45 pm reservation for jason rogers, table for four",clinc,,[SL: restaurant_reservation]
restaurant_reviews,do people like the donuts at tgi,clinc,,[SL: restaurant_reviews]
restaurant_reviews,are the donuts at tgi well reviewed,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how are the donuts reviews at tgi,clinc,,[SL: restaurant_reviews]
restaurant_reviews,what are the comments on the donuts at tgi,clinc,,[SL: restaurant_reviews]
restaurant_reviews,are people recommending the donuts at tgi,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does pizza hut have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does have good reviews have great reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does red robin have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,so does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for pizza hut,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for red robin,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for outback,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for papa john's,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for the olive garden,clinc,,[SL: restaurant_reviews]
restaurant_reviews,what are people saying about chipotle,clinc,,[SL: restaurant_reviews]
restaurant_reviews,tell me the reviews for chipotle,clinc,,[SL: restaurant_reviews]
restaurant_reviews,do people like chipotle,clinc,,[SL: restaurant_reviews]
restaurant_reviews,give me the reviews for chipotle,clinc,,[SL: restaurant_reviews]
restaurant_reviews,what are the ratings for chipotle,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for chic-fil-a,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for olive garden,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for longhorn steakhouse,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does chic-fil-a have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for outback steakhouse,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how good are the ratings for applebees,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does wendy's have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does mcdonalds have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does longhorn steakhouse have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,what reviews does miyabi have,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does applebee's have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how are the reviews for cracker barrel,clinc,,[SL: restaurant_reviews]
restaurant_reviews,are the reviews for mi casita good,clinc,,[SL: restaurant_reviews]
restaurant_reviews,are the reviews good or bad for burger king,clinc,,[SL: restaurant_reviews]
restaurant_reviews,tell me the ratings for the local denny's,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does the bleu olive have decent reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how are the reviews for la loconda,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how many stars does la vignette have,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does the mediterranean grille have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,have you heard how the enchiladas are at jose's taco shop,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how does yelp report the enchiladas are at jose's taco shop,clinc,,[SL: restaurant_reviews]
restaurant_reviews,does ihop have good reviews,clinc,,[SL: restaurant_reviews]
restaurant_reviews,can you tell me if eating at outback's any good,clinc,,[SL: restaurant_reviews]
restaurant_reviews,what do people say about village inn,clinc,,[SL: restaurant_reviews]
restaurant_reviews,are the pancakes at ihop any good,clinc,,[SL: restaurant_reviews]
restaurant_reviews,how are the reviews for spaghetti at the olive garden,clinc,,[SL: restaurant_reviews]
