domain,intent,text,spans,logical_form,xtreme-up,source_language
kitchen_and_dining,ingredients_list,What ingredients are used in a traditional South African recipe for boerewors?,"56:72:SL:COUNTRY,76:85:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD boerewors] ],COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: boerewors,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are used to make biltong?,"34:41:SL:DISH_OR_FOOD,46:62:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD biltong] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: biltong $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South Africa's malva pudding?,"20:33:SL:DISH_OR_FOOD,38:54:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD malva pudding] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: malva pudding $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of South African snoek braai?,"38:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD snoek braai] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: snoek braai $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make South African koeksisters?,"36:46:SL:DISH_OR_FOOD,50:66:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD koeksister] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: koeksister $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African stew and bean dish?,"30:50:SL:DISH_OR_FOOD,60:76:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD sitambu nobhontshisi] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: sitambu nobhontshisi $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South Africa's milktert?,"36:44:SL:DISH_OR_FOOD,49:65:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD melktert] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: melktert $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a traditional South African skilpadjies?,"38:49:SL:DISH_OR_FOOD,64:80:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD skilpadjies] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: skilpadjies $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South African sosaties?,"30:38:SL:DISH_OR_FOOD,42:58:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD sosaties] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: sosaties $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African rooster?,"30:35:SL:DISH_OR_FOOD,40:56:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD qhude] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: qhude $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make South African slap chips?,"32:46:SL:DISH_OR_FOOD,50:66:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD ama-slap chips] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: ama-slap chips $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African steak and kidney pie?,"35:43:SL:DISH_OR_FOOD,48:64:SL:COUNTRY,71:86:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD zesiteki] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD nophaya wezinso] ],DISH_OR_FOOD: zesiteki $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: nophaya wezinso,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African bunny chow?,"36:46:SL:DISH_OR_FOOD,51:67:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD bunny chow] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: bunny chow $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of the South African peri-peri chicken?,"34:40:SL:DISH_OR_FOOD,45:61:SL:COUNTRY,65:74:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD nkukhu] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD peri-peri] ],DISH_OR_FOOD: nkukhu $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: peri-peri,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South African potbrood?,"28:36:SL:DISH_OR_FOOD,41:57:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD potbrood] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: potbrood $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African milk tart?,"38:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD tart yobisi] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: tart yobisi $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make a South African bobotie pie?,"21:32:SL:DISH_OR_FOOD,37:53:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD bobotie pie] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: bobotie pie $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African boerewors roll?,"31:45:SL:DISH_OR_FOOD,50:66:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD boerewors roll] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: boerewors roll $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African chicken curry?,"33:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD kukhari yenkukhu] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: kukhari yenkukhu $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African pap tert?,"38:46:SL:DISH_OR_FOOD,51:67:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD pap tert] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: pap tert $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What are the ingredients for South Africa's waterblommetjiebredie?,"28:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD waterblommetjiebredie] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: waterblommetjiebredie $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of the South African milktert gun?,"45:53:SL:DISH_OR_FOOD,58:74:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD melktert] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: melktert $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make a South African malva ice cream pudding?,"34:46:SL:DISH_OR_FOOD,50:63:SL:DISH_OR_FOOD,68:84:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD ayisikhilimu] [SL:DISH_OR_FOOD malva pudding] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: ayisikhilimu $$ DISH_OR_FOOD: malva pudding $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African koeksister pudding?,"38:56:SL:DISH_OR_FOOD,61:77:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD koeksister pudding] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: koeksister pudding $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African braaibroodjie?,"36:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD braaibroodjie] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: braaibroodjie $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African boerewors pizza?,"26:44:SL:DISH_OR_FOOD,49:65:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD pizza ye-boerewors] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: pizza ye-boerewors $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South African swallows and mince?,"26:42:SL:DISH_OR_FOOD,47:63:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD igwinya ne-mince] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: igwinya ne-mince $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of South African poppy and sausage casserole?,"37:41:SL:DISH_OR_FOOD,46:62:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD papa] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: papa $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make South African bobotie burgers?,"23:37:SL:DISH_OR_FOOD,41:57:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD bobotie burger] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: bobotie burger $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African pizza?,"35:52:SL:DISH_OR_FOOD,57:73:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD pizza yechakalaka] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: pizza yechakalaka $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South Africa's snoek pate?,"36:46:SL:DISH_OR_FOOD,51:67:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD snoek pate] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: snoek pate $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African potjiekos pie?,"39:57:SL:DISH_OR_FOOD,62:78:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD phayi we-potjiekos] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: phayi we-potjiekos $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South Africa's biltong pasta?,"28:41:SL:DISH_OR_FOOD,46:62:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD biltong pasta] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: biltong pasta $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of the South African malva pudding trifle?,"35:55:SL:DISH_OR_FOOD,60:76:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD malva pudding trifle] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: malva pudding trifle $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make a South African koeksister ice cream?,"34:46:SL:DISH_OR_FOOD,50:60:SL:DISH_OR_FOOD,65:81:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD ayisikhilimu] [SL:DISH_OR_FOOD koeksister] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: ayisikhilimu $$ DISH_OR_FOOD: koeksister $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African braaied chicken salad?,"37:62:SL:DISH_OR_FOOD,67:83:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD saladi yenkukhu e-braaied] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: saladi yenkukhu e-braaied $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African bean stew and stew?,71:87:SL:COUNTRY,[IN:ingredients_list [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of a South African melttert cheese cake?,"32:62:SL:DISH_OR_FOOD,67:83:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD zekhekhe likashizi le-melttert] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: zekhekhe likashizi le-melttert $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South African skilpadjies?,"26:50:SL:DISH_OR_FOOD,55:71:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD izilayidi ze-skilpadjies] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: izilayidi ze-skilpadjies $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African sosatie skewer?,"38:52:SL:DISH_OR_FOOD,57:73:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD sosatie skewer] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: sosatie skewer $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make South African roosterkoek sandwiches?,"19:43:SL:DISH_OR_FOOD,47:63:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD amasemishi e-roosterkoek] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: amasemishi e-roosterkoek $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are used to wrap South African chips?,"41:55:SL:DISH_OR_FOOD,59:75:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD ama-chip chips] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: ama-chip chips $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in the South African steak pie and kidney pot?,"33:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY,86:93:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD kuphaya we-steak] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD lezinso] ],DISH_OR_FOOD: kuphaya we-steak $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: lezinso,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African slide?,"37:55:SL:DISH_OR_FOOD,60:76:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD silayidi sikagwaja] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: silayidi sikagwaja $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make the peri-peri chicken wings?,26:54:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD amaphiko enkukhu e-peri-peri] ],DISH_OR_FOOD: amaphiko enkukhu e-peri-peri,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African potbrood dip?,"34:42:SL:DISH_OR_FOOD,47:63:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD potbrood] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: potbrood $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make milk tart cakes?,32:51:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD amakhekhe imilktart] ],DISH_OR_FOOD: amakhekhe imilktart,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African bobotie samoosa?,"38:53:SL:DISH_OR_FOOD,58:74:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD bobotie samoosa] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: bobotie samoosa $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African boerewors and pap tart?,"36:45:SL:DISH_OR_FOOD,55:63:SL:DISH_OR_FOOD,68:84:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD boerewors] [SL:DISH_OR_FOOD pap tart] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: boerewors $$ DISH_OR_FOOD: pap tart $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of the South African chicken curry potjie?,35:69:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD South African chicken curry potjie] ],DISH_OR_FOOD: South African chicken curry potjie,zul
kitchen_and_dining,ingredients_list,What are the ingredients for South Africa's waterblommetjiebredie spring rolls?,"30:64:SL:DISH_OR_FOOD,68:84:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD waterblommetjiebredie spring rolls] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: waterblommetjiebredie spring rolls $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of a South African milk-tart shooter?,"38:46:SL:DISH_OR_FOOD,50:58:SL:DISH_OR_FOOD,71:87:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD cocktail] [SL:DISH_OR_FOOD milktart] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: cocktail $$ DISH_OR_FOOD: milktart $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What do I need to make South African malva pudding ice cream sandwiches?,"32:42:SL:DISH_OR_FOOD,46:62:SL:COUNTRY,65:88:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD amasemishi] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD malva pudding ice cream] ],DISH_OR_FOOD: amasemishi $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: malva pudding ice cream,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of the South African koeksister pudding parfait?,49:75:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD koeksister pudding parfait] ],DISH_OR_FOOD: koeksister pudding parfait,zul
kitchen_and_dining,ingredients_list,What ingredients are used in the South African braaibroodjie pizza?,49:68:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD braaibroodjie pizza] ],DISH_OR_FOOD: braaibroodjie pizza,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of South African boerewors and papa pie?,"38:65:SL:DISH_OR_FOOD,70:86:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD boerewors kanye ne-papa pie] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: boerewors kanye ne-papa pie $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used to make South African vetkoek and mince sliders?,"30:37:SL:DISH_OR_FOOD,43:55:SL:DISH_OR_FOOD,59:75:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD vetkoek] [SL:DISH_OR_FOOD mince slider] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: vetkoek $$ DISH_OR_FOOD: mince slider $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African pizza with papaya and walnuts?,"26:31:SL:DISH_OR_FOOD,36:52:SL:COUNTRY,55:66:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD pizza] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD papa newors] ],DISH_OR_FOOD: pizza $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: papa newors,zul
kitchen_and_dining,ingredients_list,What do I need to make South African bobotie burgers with chutney mayo?,"23:37:SL:DISH_OR_FOOD,41:57:SL:COUNTRY,62:74:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD bobotie burger] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD chutney mayo] ],DISH_OR_FOOD: bobotie burger $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: chutney mayo,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of the South African Chakalaka pasta?,"47:62:SL:DISH_OR_FOOD,67:83:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD chakalaka pasta] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: chakalaka pasta $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African snoek pate crostini?,"34:50:SL:COUNTRY,53:72:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD snoek pate crostini] ],COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: snoek pate crostini,zul
kitchen_and_dining,ingredients_list,"Can you tell me what ingredients are in the potjiekos, a South African dish with dumplings?","33:55:SL:DISH_OR_FOOD,60:76:SL:COUNTRY,81:91:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD esitshulu se-potjiekos] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD amadombolo] ],DISH_OR_FOOD: esitshulu se-potjiekos $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: amadombolo,zul
kitchen_and_dining,ingredients_list,What are the ingredients for South Africa's biltong and cheese platter?,"28:35:SL:DISH_OR_FOOD,39:53:SL:DISH_OR_FOOD,58:74:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD biltong] [SL:DISH_OR_FOOD cheese platter] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: biltong $$ DISH_OR_FOOD: cheese platter $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of the South African malva pudding trifle with Amarula custard?,"38:58:SL:DISH_OR_FOOD,63:79:SL:COUNTRY,84:99:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD malva pudding trifle] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD Amarula custard] ],DISH_OR_FOOD: malva pudding trifle $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: Amarula custard,zul
kitchen_and_dining,ingredients_list,What do I need to make South African koeksister ice cream sandwiches?,"32:72:SL:DISH_OR_FOOD,77:93:SL:COUNTRY",[IN:ingredients_list [SL:DISH_OR_FOOD amasemishi ka-ayisikhilimu we-koeksister] [SL:COUNTRY Ningizimu Afrika] ],DISH_OR_FOOD: amasemishi ka-ayisikhilimu we-koeksister $$ COUNTRY: Ningizimu Afrika,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African braaied chicken salad with mango dressing?,"30:55:SL:DISH_OR_FOOD,60:76:SL:COUNTRY,81:95:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD saladi yenkukhu e-braaied] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD mango dressing] ],DISH_OR_FOOD: saladi yenkukhu e-braaied $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: mango dressing,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African soup and stew and beans?,"33:39:SL:DISH_OR_FOOD,44:60:SL:COUNTRY,61:83:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD esobho] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD nesitambu nobhontshisi] ],DISH_OR_FOOD: esobho $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: nesitambu nobhontshisi,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients of South African bars in the melttert of a cheesecake?,"46:62:SL:COUNTRY,65:92:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD melttert yekhekhe likashizi] ],COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: melttert yekhekhe likashizi,zul
kitchen_and_dining,ingredients_list,What are the ingredients for making South African skilpadjies with sweet tomatoes?,"26:50:SL:DISH_OR_FOOD,55:71:SL:COUNTRY,75:83:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD izilayidi ze-skilpadjies] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD tamatisi] ],DISH_OR_FOOD: izilayidi ze-skilpadjies $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: tamatisi,zul
kitchen_and_dining,ingredients_list,Can you tell me what ingredients are in a South African sausage skewer with apricot glaze?,"35:49:SL:DISH_OR_FOOD,54:70:SL:COUNTRY,75:88:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD sosatie skewer] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD apricot glaze] ],DISH_OR_FOOD: sosatie skewer $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: apricot glaze,zul
kitchen_and_dining,ingredients_list,Why do I need to make South African roosterkoek sandwiches with garlic butter?,"32:43:SL:DISH_OR_FOOD,47:63:SL:COUNTRY,64:86:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD roosterkoek] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD ngebhotela likagalikhi] ],DISH_OR_FOOD: roosterkoek $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: ngebhotela likagalikhi,zul
kitchen_and_dining,ingredients_list,Can you list the ingredients for wrapping South African chips in peri-peri sauce?,"51:61:SL:DISH_OR_FOOD,65:81:SL:COUNTRY,86:101:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD chip chips] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD peri-peri sauce] ],DISH_OR_FOOD: chip chips $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: peri-peri sauce,zul
kitchen_and_dining,ingredients_list,What ingredients are used in South African westeak pita as well as kidney pot and puff pastry?,"33:48:SL:DISH_OR_FOOD,53:69:SL:COUNTRY,85:92:SL:DISH_OR_FOOD,96:107:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD kuphaya westeak] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD lezinso] [SL:DISH_OR_FOOD puff pastry] ],DISH_OR_FOOD: kuphaya westeak $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: lezinso $$ DISH_OR_FOOD: puff pastry,zul
kitchen_and_dining,ingredients_list,Can you tell me the ingredients of a South African saltwater crocodile slide with vegetables?,"34:52:SL:DISH_OR_FOOD,57:73:SL:COUNTRY,74:83:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD silayidi sikagwaja] [SL:COUNTRY Ningizimu Afrika] [SL:DISH_OR_FOOD onemifino] ],DISH_OR_FOOD: silayidi sikagwaja $$ COUNTRY: Ningizimu Afrika $$ DISH_OR_FOOD: onemifino,zul
