domain,intent,raw,text,language,spans,logical_form
travel,book_flight,"Bata nzvimbo yevanhu vakuru vaviri nemwana mudiki, mundege yeAirliink inenge ichienda kuOR Tambo Airport kubva paRobert Mugabe International Airport nemusiwe mugovera, nguva dzemangwanani.","Reserve places for 2 adults and a child, on the Airlink aeroplane that will be travelling to OR Tambo Airport from Robert Mugabe Internaional Airport on Saturday in the morning. ",sna,"19:20:SL:NUMBER,153:161:SL:DATE,169:176:SL:TIME",[IN:book_flight [SL:NUMBER 2] [SL:DATE Saturday] [SL:TIME morning] ]
utility,text,Nyora kuna Blessing kuti paWhatsapp ndichashanya kuDubai panopera vhiki rino kwemazuva mana.,Write to Blessing via WhatsApp that I will be visiting Dubai this weekend for 4 days. ,sna,"9:17:SL:PERSONAL_NAME,55:60:SL:CITY_OR_PROVINCE,61:73:SL:DATE,78:84:SL:DATE",[IN:text [SL:PERSONAL_NAME Blessing] [SL:CITY_OR_PROVINCE Dubai] [SL:DATE this weekend] [SL:DATE 4 days] ]
banking,bill_balance,Ndine chikwereti chemarii kuchipatara cheSally Mugabe Hospital pakubatsira kwavakaita hanzvadzi yangu muvhiki rapera raakasununguka mwana?,How much do I owe the Sally Mugabe Hospital for assisting my sister in the past week when she gave birth?,sna,"22:43:SL:PLACE_NAME,75:84:SL:DATE",[IN:bill_balance [SL:PLACE_NAME Sally Mugabe Hospital] [SL:DATE past week] ]
utility,share_location,Tumira VaMhizha nzvimbo yeThe Palace iri muna Samora Machael. ,Send to Mr Mhizha the location of The Palace which is along Samora Machael,sna,"8:17:SL:PERSONAL_NAME,34:44:SL:RESTAURANT_NAME,60:74:SL:PLACE_NAME",[IN:share_location [SL:PERSONAL_NAME Mr Mhizha] [SL:RESTAURANT_NAME The Palace] [SL:PLACE_NAME Samora Machael] ]
home,play_music,"Ndiridzire mumhanzi wevhangeri kubva munharaunda yemadokero eAfrica, wakaparurwa mugore ra2020. ","Play for me gospel music from the West African region, that was released in the year 2020. ",sna,"12:18:SL:MUSIC_GENRE,85:89:SL:DATE",[IN:play_music [SL:MUSIC_GENRE gospel] [SL:DATE 2020] ]
home,calendar_update,"Pahurongwa hwangu, isa bhavhadhe raVaMutandiro ririko nomusi wechishanu chaNyamavhuvhu.",On my schedule add Mr Mutandiro's birthday which is on the 5th of August. ,sna,"19:42:SL:CALENDAR_EVENT,59:72:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT Mr Mutandiro's birthday] [SL:DATE 5th of August] ]
home,update_playlist,"Wedzera musambo waDavid Dam unonzi Rest On Me, pamimanzi yevhangeri yandinofarira.",Add a song by David Dam called Rest On Me to my gospel favourite playlist. ,sna,"14:23:SL:ARTIST_NAME,31:41:SL:SONG_NAME,48:54:SL:MUSIC_GENRE",[IN:update_playlist [SL:ARTIST_NAME David Dam] [SL:SONG_NAME Rest On Me] [SL:MUSIC_GENRE gospel] ]
kitchen_and_dining,cancel_reservation,"Bvisa hako kundibatira kwawanga wakaita nzvimbo yedyira yeMojo's mangwana, panguva dzekudya kwamasikati. ",Remove the reservation you had made for me at Mojo's Restaurant tomorrow at lunchtime,sna,"46:63:SL:RESTAURANT_NAME,64:72:SL:DATE,76:85:SL:MEAL_PERIOD",[IN:cancel_reservation [SL:RESTAURANT_NAME Mojo's Restaurant] [SL:DATE tomorrow] [SL:MEAL_PERIOD lunchtime] ]
travel,car_rental,"Nditsvagire mota yekushandisa kwevhiki kune veAvis, pandichasvika manheru paRobert Mugabe International Airport. ","Find a car for me to use for a week from Avis, when I arrive in the evening at Robert Mugabe International Airport. ",sna,"29:35:SL:DATE,68:75:SL:TIME",[IN:car_rental [SL:DATE a week] [SL:TIME evening] ]
kitchen_and_dining,meal_suggestion,Ungandikurudzira kudya chikafu chipi kana ndichida kudzikira uremu?,"Which food can you reccomend, that I eat if I want to lose weight? ",sna,,[IN:meal_suggestion ]
kitchen_and_dining,recipe,"Ndiudze kuti gango rinobikwa sei, zvikuru sei serakafanana nerinobikwa kwaFatso. ",Tell me how to cook gango especially that which is similar to whats prepared at Fatso,sna,"20:25:SL:DISH_OR_FOOD,80:85:SL:RESTAURANT_NAME",[IN:recipe [SL:DISH_OR_FOOD gango] [SL:RESTAURANT_NAME Fatso] ]
banking,transactions,Chikwereti changu cheEcosure imarii,What is my current Ecosure bill,sna,19:31:SL:BILL_TYPE,[IN:transactions [SL:BILL_TYPE Ecosure bill] ]
kitchen_and_dining,restaurant_suggestion,Ndiri kutsvaga nzvimbo yakatsiga yekutandara tichidya nemhuri muChegutu,I am looking for a family friendly entertainment spot in Chegutu,sna,57:64:SL:CITY_OR_PROVINCE,[IN:restaurant_suggestion [SL:CITY_OR_PROVINCE Chegutu] ]
banking,pay_bill,Shandisa mari yandasiya patafura kunotenga rokwe raTendayi rekupfeka pamuchato,Use the money I left on the table to settle my bank overdraft,sna,47:61:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE bank overdraft] ]
banking,spending_history,Unorangarira here kuti nezuro mauro ndakarova marii kushabhini,Do you remember how much money I blew at the shebeen last night,sna,53:63:SL:TIME,[IN:spending_history [SL:TIME last night] ]
travel,travel_suggestion,KuChecheche kunowanikwa nzvimbo dzekushanyira dzinonakidza here?,Can one find interesting tourist sites in Checheche,sna,42:51:SL:PLACE_NAME,[IN:travel_suggestion [SL:PLACE_NAME Checheche] ]
travel,travel_notification,Itayi kuti foni yangu igone kufona nekufonerwa nenhamba dzemuZimbabwe pandinenge ndiri kunze kwenyika nekuti ndichange ndichienda kuRwanda mwedzi unouya,Can you activate my phone’s international roaming service because I will be travelling to Rwanda next month fresh,sna,"90:96:SL:COUNTRY,97:107:SL:DATE",[IN:travel_notification [SL:COUNTRY Rwanda] [SL:DATE next month] ]
kitchen_and_dining,food_last,Mukaka mumbishi unokora here uri mufiriji inoita magodo echando,Does fresh milk get soar in the deep fridge?,sna,5:15:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD fresh milk] ]
kitchen_and_dining,cook_time,Mazondo anoda nguva yakareba sei kuti aibve ari mubhodho remakumbo matatu nehuni dzemuMopani,How long does it take to cook knuckle bones in a three-legged pot over a Mopani wood fire,sna,30:43:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD knuckle bones] ]
utility,make_call,Udza Naomi kuti apinde,Tell Naomi to come in,sna,5:10:SL:PERSONAL_NAME,[IN:make_call [SL:PERSONAL_NAME Naomi] ]
utility,alarm,Ndimutsewo pakati pehusiku kuti ndigonamata.,"Wake me up at midnight so that I can pray, please.",sna,14:22:SL:TIME,[IN:alarm [SL:TIME midnight] ]
kitchen_and_dining,restaurant_reviews,Vanhu vanofarira here chikafu chepaDaves Inn?,Do patrons love Daves Inn meals?,sna,16:25:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Daves Inn] ]
travel,plug_type,Motokari dzine midhiraivho kuruboshwe dzinotenderwa here kufamba muBotswana,Are left hand vehicles allowed in Botswana,sna,34:42:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Botswana] ]
travel,exchange_rate,Dhora remuZimbabwe rava marii richienzaniswa neKwacha rekuZambia,What is the rate of the Zimbabwean Dollar to the Zambian Kwacha,sna,"24:41:SL:CURRENCY,49:63:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY Zimbabwean Dollar] [SL:CURRENCY Zambian Kwacha] ]
banking,pin_change,Ndinochinja sei nhamba dzangu dzekuvhura foni yangu ndega pasina mumwe anozogona kuivhura,How do I change my phone’s access code,sna,,[IN:pin_change ]
kitchen_and_dining,ingredients_list,Kunze kwemanhanga chiizve chimwe chandinofanirwa kushandisa pakubika nhopi?,Besides pumpkins what else do I need to prepare pumpkin porridge?,sna,"8:16:SL:DISH_OR_FOOD,48:64:SL:DISH_OR_FOOD",[IN:ingredients_list [SL:DISH_OR_FOOD pumpkins] [SL:DISH_OR_FOOD pumpkin porridge] ]
travel,book_hotel,Ndinoda kuchengeterwa Hatfield Community Hall kuitira vhuserere reChechi yedu neMugovera masikati,I wish to book Hatfield Community Hall for our Church Gospel Crusade on Saturday afternoon,sna,"15:38:SL:PLACE_NAME,47:68:SL:CALENDAR_EVENT,72:80:SL:DATE,81:90:SL:TIME",[IN:book_hotel [SL:PLACE_NAME Hatfield Community Hall] [SL:CALENDAR_EVENT Church Gospel Crusade] [SL:DATE Saturday] [SL:TIME afternoon] ]
utility,weather,Kunogona kunaya here svondo rinouya musi weChina masikati?,Is it likely to rain next week on Thurday morning?,sna,"21:30:SL:DATE,34:41:SL:DATE,42:49:SL:TIME",[IN:weather [SL:DATE next week] [SL:DATE Thurday] [SL:TIME morning] ]
banking,min_payment,Chikafu chakanyanya kuchipa chinoita marii paGochi-Gochi.,What is the cost of the least expensive meal at Gochi-Gochi,sna,48:59:SL:RESTAURANT_NAME,[IN:min_payment [SL:RESTAURANT_NAME Gochi-Gochi] ]
travel,international_visa,Mapepa api ekufambisa anodiwa kuti ndishanyire mapako ekuMulanje kuLivingstone kuZambia,What travel documents do I need to visit Mulanje caves in Livingstone， Zambia,sna,"41:54:SL:PLACE_NAME,58:69:SL:CITY_OR_PROVINCE,71:77:SL:COUNTRY",[IN:international_visa [SL:PLACE_NAME Mulanje caves] [SL:CITY_OR_PROVINCE Livingstone] [SL:COUNTRY Zambia] ]
banking,interest_rate,Chikwereti changu chemufoni muEconet yava pamarii?,How much is my Econet airtime credit?,sna,22:36:SL:BILL_TYPE,[IN:interest_rate [SL:BILL_TYPE airtime credit] ]
travel,book_flight,Ronga kuti ndiwane nzvimbo mundege yeAir Zimbabwe inobva muHarare ichienda kuVictoria Falls musi weSvondo masikati.,Book me a flight on Air Zimbabwe from Harare to Victoria Falls on Sunday afternoon.,sna,"38:44:SL:CITY_OR_PROVINCE,48:62:SL:CITY_OR_PROVINCE,66:72:SL:DATE,73:82:SL:TIME",[IN:book_flight [SL:CITY_OR_PROVINCE Harare] [SL:CITY_OR_PROVINCE Victoria Falls] [SL:DATE Sunday] [SL:TIME afternoon] ]
utility,text,ndiudzirewo Tigere kuti ndavakutosvika paakandimirira ari.,Text Tigere that I am about to arrive at the hotel that he is waiting for me,sna,5:11:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Tigere] ]
banking,bill_balance,chikwereti changu kuchigayo chaNhamoinesu imarii。,How much do I owe Nhamoinesu for the grinding meal,sna,"18:28:SL:PERSONAL_NAME,37:50:SL:DISH_OR_FOOD",[IN:bill_balance [SL:PERSONAL_NAME Nhamoinesu] [SL:DISH_OR_FOOD grinding meal] ]
utility,share_location,ndiudzirewo mai vangu kero yekumba kwedu。,Can you tell my mum the location of my house,sna,,[IN:share_location ]
home,play_music,ko ndiridzirewo zve nziyo dzaoliver mtukudzi,Can you play songs by Oliver Mutukudzi,sna,22:38:SL:ARTIST_NAME,[IN:play_music [SL:ARTIST_NAME Oliver Mutukudzi] ]
home,calendar_update,Ndirongere musangano nevashandi vose mjusi wa4 Kukadzi nenguva dza 12,Organize a meeting with all the workers on 4 February at 12,sna,"43:53:SL:DATE,57:59:SL:TIME",[IN:calendar_update [SL:DATE 4 February] [SL:TIME 12] ]
home,update_playlist,Ndiisirewo kambo kaLovemore Majaivana kanonzi Umoya Wami panzimbo dzandinonzwa,Can you please play the song by Lovemore Majaivana called Umoya Wami.,sna,"32:50:SL:ARTIST_NAME,58:68:SL:SONG_NAME",[IN:update_playlist [SL:ARTIST_NAME Lovemore Majaivana] [SL:SONG_NAME Umoya Wami] ]
kitchen_and_dining,cancel_reservation,Chirega hako kuudza vekuMonomotapa Hotel kuti ndichikuuya kuzogara muhotera mavo。,Can you cancel my reservation at the Monomotapa hotel,sna,37:53:SL:HOTEL_NAME,[IN:cancel_reservation [SL:HOTEL_NAME Monomotapa hotel] ]
travel,car_rental,Nditsvagire mota yekuhaya ndichishandisa muMasvingo,Can you find me a car rental company to provide me with a car during my two day visit to Masvingo next week?,sna,"72:79:SL:DATE,89:97:SL:CITY_OR_PROVINCE,98:107:SL:DATE",[IN:car_rental [SL:DATE two day] [SL:CITY_OR_PROVINCE Masvingo] [SL:DATE next week] ]
kitchen_and_dining,meal_suggestion,Ndibatsire nechikafu chechinyakare chechiNdebele chandingatengere vabereki vemukadzi wangu vechiNdebele,Please help me with a traditional Ndebele meal I could order for my visiting Ndebele inlaws,sna,"34:41:SL:LANGUAGE_NAME,77:84:SL:LANGUAGE_NAME",[IN:meal_suggestion [SL:LANGUAGE_NAME Ndebele] [SL:LANGUAGE_NAME Ndebele] ]
kitchen_and_dining,recipe,Nidnogadzira sei mafatty cookies ekuSouth Africa anonzi magwinya,How do I make South African fatty cookies called amagwinya,sna,"28:41:SL:DISH_OR_FOOD,49:58:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD fatty cookies] [SL:DISH_OR_FOOD amagwinya] ]
travel,translate,Metsi ke eng ka Serushia,What is water is Russian,sot,17:24:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russian] ]
banking,transfer,Kenya R100 ka akhaontong ya Ntsheke,Transfer R100 into Ntsheke's account ,sot,"9:13:SL:MONEY,19:26:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R100] [SL:PERSONAL_NAME Ntsheke] ]
utility,time,Afrika Borwa le Nigeria di fetana ka dihora tse kae,What is the time difference between South Africa and Nigeria,sot,"36:48:SL:COUNTRY,53:60:SL:COUNTRY",[IN:time [SL:COUNTRY South Africa] [SL:COUNTRY Nigeria] ]
home,shopping_list_update,Kenya dijo tsa ntjha le tsa katsi lenaneng la krosara,add dog and cat food to the list of groceries,sot,,[IN:shopping_list_update ]
kitchen_and_dining,restaurant_reservation,letsetsa restjhurente o kope tafole ya batho ba bane sebaka ka 7 pm,call the restaurant and reserve a table for four people at  7 pm,sot,"44:48:SL:NUMBER,60:64:SL:TIME",[IN:restaurant_reservation [SL:NUMBER four] [SL:TIME 7 pm] ]
banking,balance,ntjhebele hore ho setse bokae ka akhaontong ya Capitec,Check my balance in my Capitec account ,sot,23:30:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Capitec] ]
kitchen_and_dining,confirm_reservation,letsetsa restjhurente o botse hore tafole ya ka e se e lokile na,Call the restaurant and find out if my table is ready,sot,,[IN:confirm_reservation ]
banking,freeze_account,Kwala akhaonto ya ka ya FNB nakwana feela,Close my FNB account for a shortwhile,sot,9:12:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FNB] ]
travel,timezone,ke nako mang Afrika Borwa,what time is it in South Africa,sot,19:31:SL:COUNTRY,[IN:timezone [SL:COUNTRY South Africa] ]
banking,transactions,Mpontshe  ditefello tsa makgotla a lepato kgweding ena,show me transactions to my burial societies for this month,sot,"27:43:SL:BILL_TYPE,48:58:SL:DATE",[IN:transactions [SL:BILL_TYPE burial societies] [SL:DATE this month] ]
kitchen_and_dining,restaurant_suggestion,Mpontshe restjhurente tse haufi,show me nearest resturants,sot,,[IN:restaurant_suggestion ]
banking,pay_bill,lefella peterole,pay for the petrol,sot,12:18:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE petrol] ]
banking,spending_history,Ntjhebele mabenkele ao ke a lefileng kgweding tse tharo tse fetileng,which shops did I pay in the last 3 months,sot,29:42:SL:DATE,[IN:spending_history [SL:DATE last 3 months] ]
travel,travel_suggestion,Kenaha e fe a sa bateng ka kgwedi ya Phupu ke batla o e etela ,whih country is not cold in July I want to visit it,sot,28:32:SL:DATE,[IN:travel_suggestion [SL:DATE July] ]
travel,travel_notification,letsetsa mme o mo jwetse ke ya mose,call mom and tell her I am going overseas,sot,,[IN:travel_notification ]
kitchen_and_dining,food_last,nka beha ditapole nako e kae di sa bole,how long can i keep potatoes without them getting rotten,sot,20:28:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD potatoes] ]
kitchen_and_dining,cook_time,nama ya kgomo e nka nako e kae ho butswa,how long does beef take to cook,sot,14:18:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD beef] ]
utility,make_call,letsetsa ntate ,call dad,sot,,[IN:make_call ]
utility,alarm,etsa alamo ya 7 mantsiboya,set an alarm for 7 in the evening,sot,17:33:SL:TIME,[IN:alarm [SL:TIME 7 in the evening] ]
kitchen_and_dining,restaurant_reviews,maikutlo a bareki ba Fish & Chips a reng,what are the views of Fish & Chips customers,sot,22:34:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Fish & Chips] ]
travel,plug_type,na ho na le naha tse ding ntle le Afrika Borwa tse sebedisang polaka tsa meno a mararo,are there any countries apart from south africa that use 3 pin plugs,sot,35:47:SL:COUNTRY,[IN:plug_type [SL:COUNTRY south africa] ]
travel,exchange_rate,rant ake bokae papisong le dolara,how much is a rand in comparison to the dollar,sot,"14:18:SL:CURRENCY,40:46:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY rand] [SL:CURRENCY dollar] ]
banking,pin_change,Nketse nomoro e n tjha ya sephiri,create a new pin number for me,sot,,[IN:pin_change ]
kitchen_and_dining,ingredients_list,etsa lenane la disebediswa tsa ho baka leqebekwane,make a list of the ingredients to bake dumpling,sot,39:47:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD dumpling] ]
travel,book_hotel,Mpatlele bodulo dihoteleng tsa Kapa,look for hotel stay in Cape Town Hotels,sot,23:32:SL:CITY_OR_PROVINCE,[IN:book_hotel [SL:CITY_OR_PROVINCE Cape Town] ]
utility,weather,Maemo a lehodimo a Potchefstroom a jwang bekeng e ,how are the weather conditions in Potchefstroom this week,sot,34:47:SL:PLACE_NAME,[IN:weather [SL:PLACE_NAME Potchefstroom] ]
banking,min_payment,Nka patala bokae bonyane ,what is the minimum payment,sot,,[IN:min_payment ]
travel,international_visa,Visa ya Italy ke bokae ,how much is a visa for Italy,sot,23:28:SL:COUNTRY,[IN:international_visa [SL:COUNTRY Italy] ]
banking,interest_rate,ke efe banka e nang le sekgahla sa tswalo se hodimo,which bank has a high interest rate,sot,,[IN:interest_rate ]
travel,book_flight,mpatlele sefofane se yang Gauteng  ka Sontaha se kgutle ka Mantaha ,look for a flight to Gauteng on Sunday coming back on Monday,sot,"21:28:SL:CITY_OR_PROVINCE,32:38:SL:DATE,54:60:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE Gauteng] [SL:DATE Sunday] [SL:DATE Monday] ]
utility,text,Ngolla Kopano molaetsa wa hore ha ke sa tla ,text Kopano a message telling him that I am no longer coming,sot,5:11:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Kopano] ]
banking,bill_balance,Ke kolota koloi ya ka bokae,how much do I owe my car,sot,,[IN:bill_balance ]
utility,share_location,Romela Ntate sebaka seo ke leng hona ka GPS,send Ntate my location with GPS,sot,,[IN:share_location ]
home,play_music,letsa dipina tsa semoya,play gospel music,sot,5:11:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE gospel] ]
home,calendar_update,Kenya sehopotso sa hore Mpho a etela mme ka 9 hoseng almanakeng ya ka,Add a reminder that Mpho will be visiting mom at 9 in the morning in my carlenda,sot,"20:24:SL:PERSONAL_NAME,49:65:SL:TIME",[IN:calendar_update [SL:PERSONAL_NAME Mpho] [SL:TIME 9 in the morning] ]
home,update_playlist,Kenya pina ya Budaza lenaneng la dipina tsa semoya,add Budaza's song on the list of gospel song,sot,"4:10:SL:ARTIST_NAME,33:39:SL:MUSIC_GENRE",[IN:update_playlist [SL:ARTIST_NAME Budaza] [SL:MUSIC_GENRE gospel] ]
kitchen_and_dining,cancel_reservation,"letsetsa restjhurente o ba jwetse hore ba tlose Pontsho lenaneng, ha a sa tla","call the resturant and tell them to remove Pontsho from their list, she is no longer coming",sot,43:50:SL:PERSONAL_NAME,[IN:cancel_reservation [SL:PERSONAL_NAME Pontsho] ]
travel,car_rental,ke dikhamphane dife tse hirisang dikoloi Gauteng,which companies rent cars in Gauteng,sot,29:36:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Gauteng] ]
kitchen_and_dining,meal_suggestion,ke dijo di fe tse jewang ke batho ba Mpumalanga,what food is eaten by locals in Mpumalanga,sot,32:42:SL:CITY_OR_PROVINCE,[IN:meal_suggestion [SL:CITY_OR_PROVINCE Mpumalanga] ]
kitchen_and_dining,recipe,sheba resepe ya mala mohodu,look for recipe for tripe,sot,20:25:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD tripe] ]
travel,translate,Ke kopa jwang tsela ka Sefora,How do i ask directions in french,sot,27:33:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME french] ]
banking,transfer,Patala R200 ka akhaontong ya ka ya diphahlo,Pay R200 into my clothing account ,sot,4:8:SL:MONEY,[IN:transfer [SL:MONEY R200] ]
utility,time,Ana Brazil le Italy di sebedisa nako e tshwanang,Is Brazil and Italy using the same time,sot,"3:9:SL:COUNTRY,14:19:SL:COUNTRY",[IN:time [SL:COUNTRY Brazil] [SL:COUNTRY Italy] ]
home,shopping_list_update,Borotho ke bokae Shoprite hona jwale,What is the current price of bread at shoprite,sot,29:34:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD bread] ]
kitchen_and_dining,restaurant_reservation,Na ke hloka ho etsa kopo ya maroko pele nka ya hilton hotel,Do i need a reservation to go to hilton hotel,sot,33:45:SL:HOTEL_NAME,[IN:restaurant_reservation [SL:HOTEL_NAME hilton hotel] ]
banking,balance,Ke bokae tjhelete eo ke nang le yona ka akhaontong ya FNB,How much do I have in my FNBaccount,sot,25:28:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FNB] ]
kitchen_and_dining,confirm_reservation,ke kopa ho behelwa tafole ka hore ya 1,Please move my reservation to 9 instead of 7,sot,,[IN:confirm_reservation ]
banking,freeze_account,Kwala credit card ya ka ya ,Close my credit card account ,sot,9:28:SL:ACCOUNT_TYPE,[IN:freeze_account [SL:ACCOUNT_TYPE credit card account] ]
travel,timezone,Ke nako mang Bali,What time is it in Bali,sot,19:23:SL:CITY_OR_PROVINCE,[IN:timezone [SL:CITY_OR_PROVINCE Bali] ]
banking,transactions,Ke sebeditse peterole ya bokae  bekeng ena,How much petrol money I've spent on this week ,sot,"9:15:SL:BILL_TYPE,36:45:SL:TIME",[IN:transactions [SL:BILL_TYPE petrol] [SL:TIME this week] ]
kitchen_and_dining,restaurant_suggestion,E fumaneha kae pizza e monate,Where can I get the best pizza ,sot,25:30:SL:DISH_OR_FOOD,[IN:restaurant_suggestion [SL:DISH_OR_FOOD pizza] ]
banking,pay_bill,Ke batla ho patalla dijo tsaka,I want to pay my food bill ,sot,,[IN:pay_bill ]
banking,spending_history,Ke patetse bokae lemong sena moriring waka,How much did i spend on my hair this year ,sot,32:41:SL:DATE,[IN:spending_history [SL:DATE this year] ]
travel,travel_suggestion,Ke eng eo nka e etsang ha ke etetse Lesotho,What do people do when they travel to Lesotho ,sot,38:45:SL:COUNTRY,[IN:travel_suggestion [SL:COUNTRY Lesotho] ]
travel,travel_notification,Tsibisa insurance yaka ke etela lefatsheng leng,Notify my insurance im going on holiday ,sot,,[IN:travel_notification ]
kitchen_and_dining,food_last,Lebese le bola ka mora nako e kae ha se le butswe,When does milk expire after its opened,sot,10:14:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD milk] ]
kitchen_and_dining,cook_time,Ho noka nako e kae ho etsa dikuku,How long does it take to make cookies,sot,30:37:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD cookies] ]
utility,make_call,Founela mosebetsing ,Call my work phone,sot,,[IN:make_call ]
utility,alarm,Etsa alarm ya beke kaofela,Set alarm for the whole week ,sot,18:28:SL:DATE,[IN:alarm [SL:DATE whole week] ]
kitchen_and_dining,restaurant_reviews,Ana batho ba thabela di burger tsa mcdonalds,How are the reviews for mcdonalds burgers ,sot,"24:33:SL:RESTAURANT_NAME,34:41:SL:DISH_OR_FOOD",[IN:restaurant_reviews [SL:RESTAURANT_NAME mcdonalds] [SL:DISH_OR_FOOD burgers] ]
travel,plug_type,Afrika Borwa e sebedisa dipolaka tse jwang,What kind of plugs are used in South Africa,sot,31:43:SL:COUNTRY,[IN:plug_type [SL:COUNTRY South Africa] ]
travel,exchange_rate,Ke bokae Ranta ho Euro,Whats the currency difference between Rands & Euros ,sot,"38:43:SL:CURRENCY,46:51:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY Rands] [SL:CURRENCY Euros] ]
banking,pin_change,Fetola pin ya mohala  waka,Change my phone pin ,sot,,[IN:pin_change ]
kitchen_and_dining,ingredients_list,Ke hloka eng ho pheha kgoho ka ontong,What do i need to cook grilled chicken ,sot,23:38:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD grilled chicken] ]
travel,book_hotel,Booka kamore hoteleng ya hilton ka tsatsi laka la tswalo,Book a room at the hiltons for my birthday ,sot,"19:26:SL:HOTEL_NAME,34:42:SL:CALENDAR_EVENT",[IN:book_hotel [SL:HOTEL_NAME hiltons] [SL:CALENDAR_EVENT birthday] ]
utility,weather,Ana hotla bata tsatseng lena,Is it going to be cold today ,sot,23:28:SL:DATE,[IN:weather [SL:DATE today] ]
banking,min_payment,Tjhelete ya metsi e qala ho bokae,Whats the minimum payment for my water bill,sot,33:43:SL:BILL_TYPE,[IN:min_payment [SL:BILL_TYPE water bill] ]
travel,international_visa,Visa etsa ma mora nako e kae,How long does it take to get a visa,sot,,[IN:international_visa ]
banking,interest_rate,Interest rate ya Afrika Borwa ke bokae,What's the current interest rate in south africa,sot,36:48:SL:COUNTRY,[IN:interest_rate [SL:COUNTRY south africa] ]
travel,book_flight,Booka sefofane se kgutlang hotloha JHB hoya  CPT,Book a return flight from Jhb to Cpt,sot,"26:29:SL:CITY_OR_PROVINCE,33:36:SL:CITY_OR_PROVINCE",[IN:book_flight [SL:CITY_OR_PROVINCE Jhb] [SL:CITY_OR_PROVINCE Cpt] ]
utility,text,Romela molaetsa wa tsatsi la tswalo ho mme waka,Send a birthday message to my mom,sot,7:15:SL:CALENDAR_EVENT,[IN:text [SL:CALENDAR_EVENT birthday] ]
banking,bill_balance,Ke kolota bokae billing yaka ya mohala,How much do i owe on my phone bill,sot,24:34:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE phone bill] ]
utility,share_location,Bontsha mokganni tulo eo ke leng ho yona,Please share my work location with driver,sot,,[IN:share_location ]
home,play_music,Bapala mmino waka wa kereke,Play my gospel music,sot,8:20:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE gospel music] ]
home,calendar_update,Kenya kopano ya basebesti  carlendareng yaka,Add the staff meeting to my calendar ,sot,8:21:SL:CALENDAR_EVENT,[IN:calendar_update [SL:CALENDAR_EVENT staff meeting] ]
home,update_playlist,Hlakopa diping tsohle tsa lemo se fetileng,Delete all the songs from last year,sot,26:35:SL:TIME,[IN:update_playlist [SL:TIME last year] ]
kitchen_and_dining,cancel_reservation,Hlakola lebaka laka la ho etsa moriri,Cancel my salon appointment ,sot,10:27:SL:CALENDAR_EVENT,[IN:cancel_reservation [SL:CALENDAR_EVENT salon appointment] ]
travel,car_rental,Nka hira koloi nako e kae,For how long can i rent a car,sot,,[IN:car_rental ]
kitchen_and_dining,meal_suggestion,nka pheha eng ka dijong tsa bosiu tsa keresemese,What can i cook for Christmas dinner ,sot,"20:29:SL:CALENDAR_EVENT,30:36:SL:MEAL_PERIOD",[IN:meal_suggestion [SL:CALENDAR_EVENT Christmas] [SL:MEAL_PERIOD dinner] ]
kitchen_and_dining,recipe,mpontshe resepe ya dikuku,Show me the recipe for cookies,sot,23:30:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD cookies] ]
